label,type,target,level,annotator
hate,animosity,wom,perturbation,6
hate,derogation,asi,original,3
nothate,none,none,perturbation,19
hate,derogation,bla,original,2
nothate,none,none,perturbation,18
hate,derogation,bla,original,2
hate,animosity,jew,original,1
nothate,none,none,perturbation,1
nothate,none,none,original,2
hate,unclear,notgiven,original,1
hate,derogation,bla,perturbation,20
hate,dehumanization,bla,original,2
nothate,none,none,perturbation,8
hate,derogation,bla,original,2
hate,derogation,trans,original,3
hate,derogation,"dis, bla",original,1
nothate,none,none,perturbation,6
hate,derogation,"bla, gay.man",original,1
nothate,none,none,perturbation,7
hate,animosity,bla,original,1
hate,unclear,notgiven,original,1
hate,animosity,bla.man,original,3
nothate,none,none,perturbation,3
hate,support,notargetrecorded,original,3
hate,derogation,bla,original,1
hate,animosity,bla,original,3
nothate,none,none,perturbation,1
hate,derogation,"bla, jew",original,1
hate,derogation,bla,original,1
nothate,none,none,perturbation,3
hate,animosity,non.white,original,3
hate,unclear,notgiven,original,1
nothate,none,none,perturbation,3
hate,derogation,bla,original,1
nothate,none,none,perturbation,14
nothate,none,none,perturbation,2
hate,derogation,jew,original,3
nothate,none,none,perturbation,16
hate,animosity,non.white,original,1
hate,support,notargetrecorded,original,3
nothate,none,none,perturbation,9
hate,derogation,asi,perturbation,6
hate,unclear,notgiven,original,1
hate,support,hitler,original,3
nothate,none,none,perturbation,9
hate,support,notargetrecorded,original,3
hate,support,notargetrecorded,original,3
nothate,none,none,perturbation,14
hate,derogation,bla,original,1
nothate,none,none,perturbation,3
hate,animosity,wom,original,3
hate,derogation,"asi.east, gay",original,1
hate,derogation,gay.man,original,3
hate,unclear,notgiven,original,1
nothate,none,none,perturbation,11
hate,animosity,asi.chin,original,1
nothate,none,none,perturbation,11
hate,derogation,arab,original,3
nothate,none,none,perturbation,6
hate,derogation,gay,original,1
nothate,none,none,perturbation,9
hate,animosity,wom,original,3
hate,derogation,trans,original,13
nothate,none,none,perturbation,18
hate,unclear,notgiven,original,1
hate,derogation,wom,original,13
nothate,none,none,perturbation,6
hate,threatening,gay,original,13
nothate,none,none,perturbation,16
hate,derogation,trans,original,13
hate,derogation,"trans, gay.wom, gay.man, bis",original,13
nothate,none,none,perturbation,7
hate,derogation,"gay.wom, gay.man",original,13
hate,derogation,wom,original,3
hate,derogation,wom,original,3
hate,unclear,notgiven,original,1
hate,animosity,wom,original,3
nothate,none,none,perturbation,7
hate,derogation,wom,original,3
nothate,none,none,perturbation,3
nothate,none,none,perturbation,14
hate,derogation,wom,original,3
nothate,none,none,perturbation,17
hate,derogation,bla,original,2
nothate,none,none,perturbation,11
hate,derogation,wom,perturbation,6
hate,unclear,notgiven,original,16
nothate,none,none,original,2
nothate,none,none,original,2
hate,animosity,bla,perturbation,7
hate,animosity,wom,original,13
nothate,none,none,perturbation,8
hate,derogation,bis,perturbation,1
nothate,none,none,original,13
hate,animosity,wom,perturbation,2
hate,derogation,wom,original,13
nothate,none,none,perturbation,8
hate,unclear,notgiven,original,18
hate,unclear,notgiven,original,1
hate,derogation,"wom, asi.wom",original,13
nothate,none,none,perturbation,1
hate,derogation,wom,original,13
hate,derogation,wom,original,13
nothate,none,none,perturbation,1
hate,derogation,wom,original,13
nothate,none,none,perturbation,3
hate,derogation,wom,original,13
hate,animosity,asi.wom,original,13
hate,animosity,wom,original,13
hate,unclear,notgiven,original,1
nothate,none,none,perturbation,9
nothate,none,none,original,2
hate,animosity,wom,perturbation,2
nothate,none,none,original,2
hate,animosity,wom,perturbation,18
nothate,none,none,original,2
hate,animosity,wom,perturbation,18
nothate,none,none,original,2
hate,derogation,wom,perturbation,18
hate,derogation,wom,original,13
hate,unclear,notgiven,original,9
nothate,none,none,perturbation,13
hate,animosity,wom,original,13
nothate,none,none,perturbation,9
hate,derogation,wom,original,13
hate,derogation,wom,original,13
hate,derogation,wom,perturbation,2
nothate,none,none,original,2
hate,dehumanization,bla,perturbation,13
nothate,none,none,original,3
hate,derogation,bla,perturbation,11
hate,unclear,notgiven,original,1
nothate,none,none,original,2
hate,animosity,bla,perturbation,8
nothate,none,none,original,3
nothate,none,none,original,3
hate,derogation,bla,perturbation,18
nothate,none,none,original,3
hate,derogation,african,perturbation,6
hate,animosity,wom,original,13
nothate,none,none,perturbation,18
nothate,none,none,original,2
hate,unclear,notgiven,original,1
hate,threatening,wom,perturbation,16
nothate,none,none,original,3
hate,animosity,bla,perturbation,2
nothate,none,none,original,3
hate,derogation,bla,perturbation,2
hate,animosity,bla,perturbation,9
nothate,none,none,original,3
hate,derogation,bla,perturbation,16
nothate,none,none,original,3
nothate,none,none,original,2
hate,unclear,notgiven,original,16
hate,animosity,wom,perturbation,13
hate,animosity,gay,original,2
nothate,none,none,perturbation,9
nothate,none,none,original,3
nothate,none,none,original,3
hate,derogation,bla,perturbation,20
hate,animosity,wom,original,2
nothate,none,none,original,3
hate,derogation,trans,original,2
nothate,none,none,perturbation,7
hate,unclear,notgiven,original,9
nothate,none,none,original,3
nothate,none,none,original,2
hate,derogation,"bla.wom, gay.man",perturbation,11
nothate,none,none,original,3
hate,derogation,jew,original,9
nothate,none,none,perturbation,16
hate,derogation,arab,original,9
nothate,none,none,perturbation,8
hate,animosity,gay,original,2
nothate,none,none,perturbation,16
hate,unclear,notgiven,original,9
nothate,none,none,original,3
hate,animosity,bla,perturbation,16
nothate,none,none,perturbation,6
nothate,none,none,original,3
hate,derogation,bla,perturbation,20
hate,support,jew,original,9
nothate,none,none,original,3
hate,dehumanization,bla,perturbation,2
hate,derogation,"mus, bla, jew, asi.chin",original,9
hate,derogation,mus,original,9
hate,unclear,notgiven,original,16
nothate,none,none,perturbation,6
nothate,none,none,original,3
hate,dehumanization,mixed.race,perturbation,9
hate,derogation,"bla.wom, non.white",perturbation,13
nothate,none,none,perturbation,19
hate,animosity,"wom, ethnic.minority",perturbation,8
hate,animosity,jew,original,9
nothate,none,none,perturbation,11
nothate,none,none,original,3
hate,animosity,jew,original,9
hate,unclear,notgiven,original,9
nothate,none,none,original,3
hate,derogation,"bla, wom",perturbation,17
nothate,none,none,perturbation,11
nothate,none,none,original,9
hate,derogation,non.white,perturbation,18
nothate,none,none,original,3
hate,animosity,wom,perturbation,11
hate,derogation,"jew, non.white",original,9
nothate,none,none,perturbation,9
nothate,none,none,original,3
hate,unclear,notgiven,original,18
hate,unclear,notgiven,original,9
hate,derogation,bla,perturbation,10
hate,derogation,immig,original,9
nothate,none,none,perturbation,16
hate,derogation,jew,original,9
hate,derogation,jew,original,9
hate,animosity,"mus, jew",original,9
nothate,none,none,perturbation,7
hate,derogation,mixed.race,original,9
nothate,none,none,perturbation,11
hate,derogation,immig,original,9
hate,unclear,notgiven,original,9
nothate,none,none,perturbation,6
hate,animosity,immig,original,9
nothate,none,none,perturbation,6
hate,animosity,jew,original,9
hate,derogation,"bla, jew, mixed.race",original,9
nothate,none,none,perturbation,2
hate,threatening,immig,original,9
nothate,none,none,perturbation,17
hate,animosity,jew,original,9
nothate,none,none,perturbation,7
hate,unclear,notgiven,original,9
hate,derogation,mus,original,9
hate,animosity,immig,original,9
hate,derogation,immig,original,9
nothate,none,none,perturbation,3
hate,derogation,immig,original,9
nothate,none,none,perturbation,2
hate,derogation,immig,original,9
hate,animosity,jew,original,9
nothate,none,none,perturbation,11
hate,animosity,non.white,original,9
hate,unclear,notgiven,original,16
nothate,none,none,perturbation,17
hate,derogation,mus,original,9
nothate,none,none,perturbation,7
hate,animosity,trans,original,1
nothate,none,none,perturbation,11
hate,support,jew,original,9
nothate,none,none,perturbation,18
hate,animosity,mus,original,9
nothate,none,none,perturbation,13
hate,animosity,mus,original,9
hate,unclear,notgiven,original,9
nothate,none,none,perturbation,19
hate,animosity,mus,original,9
nothate,none,none,perturbation,9
hate,derogation,"mus, jew",original,9
nothate,none,none,perturbation,10
hate,derogation,jew,original,9
nothate,none,none,perturbation,7
hate,animosity,mus,original,9
nothate,none,none,perturbation,8
nothate,none,none,perturbation,1
hate,unclear,notgiven,original,18
hate,derogation,jew,original,9
nothate,none,none,perturbation,10
hate,animosity,asi.pak,original,9
nothate,none,none,perturbation,7
hate,animosity,"bla, asi.south, mixed.race, arab, asi.pak",original,9
nothate,none,none,perturbation,13
nothate,none,none,original,9
hate,derogation,immig,perturbation,9
hate,animosity,"mus, jew",original,9
hate,derogation,"mus, jew",original,9
hate,unclear,notgiven,original,9
nothate,none,none,perturbation,6
hate,derogation,"mus, jew",original,9
hate,derogation,"jew, immig",original,9
nothate,none,none,perturbation,14
hate,derogation,"jew, immig",original,9
nothate,none,none,perturbation,18
hate,derogation,"pol, jew, gay.man, russian",original,9
hate,animosity,immig,original,9
nothate,none,none,perturbation,19
nothate,none,none,perturbation,11
hate,unclear,notgiven,original,9
hate,derogation,immig,original,9
nothate,none,none,perturbation,17
nothate,none,none,perturbation,1
hate,derogation,jew,original,9
nothate,none,none,perturbation,3
nothate,none,none,perturbation,7
hate,animosity,jew,original,9
nothate,none,none,original,2
hate,animosity,bla.man,perturbation,18
hate,derogation,wom,original,2
hate,unclear,notgiven,original,9
nothate,none,none,perturbation,9
hate,derogation,trans,original,13
nothate,none,none,perturbation,3
hate,derogation,trans,original,13
nothate,none,none,perturbation,14
hate,derogation,"trans, gay.wom, gay.man, bis",original,13
nothate,none,none,perturbation,17
nothate,none,none,perturbation,13
hate,derogation,"trans, gendermin",original,13
hate,derogation,trans,original,13
hate,unclear,notgiven,original,18
nothate,none,none,perturbation,1
hate,animosity,trans,original,13
hate,derogation,trans,original,13
hate,animosity,trans,original,13
nothate,none,none,perturbation,6
hate,derogation,gay.man,original,13
nothate,none,none,perturbation,9
hate,animosity,gay,perturbation,1
hate,derogation,non.white,original,13
nothate,none,none,perturbation,16
hate,unclear,notgiven,original,18
hate,unclear,notgiven,original,16
hate,derogation,bla,original,13
nothate,none,none,perturbation,2
nothate,none,none,original,13
hate,derogation,dis,perturbation,7
nothate,none,none,original,13
hate,derogation,asi.east,perturbation,11
nothate,none,none,original,13
hate,derogation,dis,perturbation,18
nothate,none,none,original,13
hate,derogation,bis,perturbation,18
hate,unclear,notgiven,original,9
nothate,none,none,original,13
hate,animosity,gay.man,perturbation,9
hate,derogation,gay,perturbation,7
nothate,none,none,original,13
hate,derogation,mus,perturbation,19
nothate,none,none,original,13
hate,derogation,"immig, asylum",perturbation,3
nothate,none,none,original,13
hate,animosity,non.white,perturbation,13
nothate,none,none,original,9
hate,unclear,notgiven,original,16
hate,animosity,wom,perturbation,3
nothate,none,none,original,9
hate,derogation,gay,perturbation,10
nothate,none,none,original,9
nothate,none,none,original,9
nothate,none,none,original,9
hate,animosity,wom,perturbation,9
nothate,none,none,original,9
nothate,none,none,original,9
nothate,none,none,original,9
hate,unclear,notgiven,original,9
hate,derogation,gay.wom,perturbation,9
hate,animosity,wom,perturbation,6
nothate,none,none,original,9
nothate,none,none,original,18
nothate,none,none,original,18
hate,derogation,bla,perturbation,20
nothate,none,none,original,18
hate,derogation,bla,perturbation,8
nothate,none,none,original,9
hate,derogation,bla,perturbation,1
hate,unclear,notgiven,original,9
nothate,none,none,original,18
hate,derogation,wom,perturbation,8
nothate,none,none,original,9
hate,threatening,immig,perturbation,3
hate,animosity,wom,perturbation,3
nothate,none,none,original,9
hate,dehumanization,bla,perturbation,19
nothate,none,none,original,9
hate,derogation,dis,perturbation,9
nothate,none,none,original,18
nothate,none,none,original,1
hate,dehumanization,bla,perturbation,1
nothate,none,none,original,9
hate,threatening,"for, immig",perturbation,3
nothate,none,none,original,9
nothate,none,none,original,18
hate,derogation,asi.east,perturbation,8
nothate,none,none,original,9
hate,derogation,bla,perturbation,7
nothate,none,none,original,18
hate,support,notargetrecorded,perturbation,17
hate,unclear,notgiven,original,16
nothate,none,none,original,9
hate,dehumanization,non.white,perturbation,13
nothate,none,none,original,9
nothate,none,none,original,18
hate,animosity,wom,perturbation,6
nothate,none,none,original,9
hate,derogation,immig,perturbation,7
nothate,none,none,original,9
hate,dehumanization,trans,perturbation,6
nothate,none,none,original,9
nothate,none,none,original,1
hate,derogation,jew,perturbation,11
nothate,none,none,original,18
hate,derogation,trans,perturbation,10
hate,animosity,jew,original,9
nothate,none,none,perturbation,6
nothate,none,none,original,18
hate,derogation,wom,perturbation,8
nothate,none,none,original,9
hate,derogation,bla,perturbation,11
hate,threatening,bla,perturbation,16
hate,unclear,notgiven,original,16
nothate,none,none,original,18
nothate,none,none,original,18
hate,derogation,trans,perturbation,16
nothate,none,none,perturbation,10
