tweet,shock_annotator_sentiment,anger_annotator_sentiment,confusion_annotator_sentiment,sadness_annotator_sentiment,indifference_annotator_sentiment,disgust_annotator_sentiment,fear_annotator_sentiment,implicit,explicit,Abusive,Not Abusive,Very Abusive,Very Strongly Abusive,target_groups,tweet_length,special_characters
@user fuck fucken wetback spic,0,0,1,0,0,1,0,1,0,0,1,0,0,1,5,False
nah fuck olives. slimy ass sweaty retard grapes.,0,0,0,1,1,0,0,1,0,1,0,0,0,1,8,False
@user -retard highest horses flinging insults like chimpanzee flinging shit,0,0,0,1,1,0,0,1,0,1,0,0,0,1,10,False
@user learn spell mongy,1,1,1,0,1,1,0,0,1,1,0,0,0,2,4,False
@user since obama took office illegal aliens innocent proven guilty. let go welfare benefits.,0,1,0,0,0,1,0,1,0,1,0,0,0,1,14,False
sleeping schedule retarded ,0,1,0,0,0,1,0,1,0,1,0,0,0,1,3,False
retard want take uk +25 hit line,1,1,1,0,1,1,0,1,0,1,0,0,0,1,7,False
@user whenever u say innit gives aids cuz much posh twat u,0,1,1,1,1,1,0,1,0,1,0,0,1,1,12,False
shut chink spic _ go suck mom redneck @url,0,1,0,1,0,0,0,1,0,1,0,0,0,2,9,False
@user hey bud wanted kindly tell complete fucking retard.,0,1,0,1,0,0,0,1,0,1,0,0,0,1,9,False
here\'s good ol spicy meme made bc decided lil twat :))) @url,0,1,0,0,0,1,0,1,0,1,0,0,0,1,12,False
@user he\'s refugee middle eastnor shithole countrynhe cross us border @url,0,1,0,1,0,0,0,1,0,1,0,0,0,1,12,False
point can\'t tell i\'m fucking brilliant retarded completely average. guess time tell.,1,0,1,1,1,1,0,1,0,1,0,0,0,1,14,False
lmfaooo fuckin ivan whata retard @url,1,0,1,1,1,1,0,1,0,0,0,1,0,0,6,False
...alex jones\'s attacks (on sandy hook victims) companies say hang guy\'s huge cunt spreads h @url,0,1,1,0,0,0,0,1,0,1,0,0,0,0,18,False
nigger chip kelly ruined everything @url,0,1,1,0,0,0,0,0,1,0,0,1,0,3,6,False
combover twitter-rat tweet-twat tripe-gob muckspout  runs first stanza swearing carol ann @url,0,1,1,0,0,0,0,1,0,1,0,0,0,0,15,False
one right come country shithole wont stand corrupt @url,0,1,1,0,0,0,0,1,0,1,0,0,0,1,9,False
@user @user @user @user @user @user retard?,1,0,1,1,1,1,0,1,0,1,0,0,0,1,7,False
next willie redheaded stupid scottish cunt! @url,1,0,1,1,1,1,0,0,1,1,0,0,0,2,7,False
elephants eat 50 pounds day retard _ ohhh okay @url,1,0,1,1,1,1,0,1,0,1,0,1,1,1,10,False
people soon learn i\'m really retarded play ... deal ....,1,0,1,1,1,1,0,1,0,1,1,0,0,1,9,False
fault shut ching chong bitch,0,0,0,1,1,0,0,1,0,1,0,0,0,1,5,False
@user who\'s paying raghead ass make idiotic statements like this? natural breastfeeding. anima @url,0,0,1,0,0,1,0,1,0,1,1,1,0,1,15,False
q gave us reddit refugees invite new home helped @url,0,0,0,0,0,1,1,0,1,1,0,0,0,1,10,False
happy birthday talented mongol!! wish best miss u yie tc gbua  @user,0,0,0,0,0,1,1,1,0,0,1,0,0,1,12,False
end work till 11 &amp; i\'m hosting laughing phone. look like retard &amp; know laugh ain\'t cute quite,0,0,0,0,0,1,1,1,0,1,0,0,0,1,20,False
@user fuck joe.....thats retarded notion,0,0,0,0,0,1,1,1,0,1,0,0,0,1,6,False
ra someone posted okay white posters everywhere ripped shit lol,0,0,0,0,1,1,0,1,0,1,0,0,0,1,10,False
oh fucking twat.,0,0,0,0,0,1,1,1,0,1,0,1,1,2,3,False
@user @user @user @user trump wants u terrifiednof immigrantsof demsof shithole co @url,0,1,1,1,1,0,1,1,0,1,1,0,0,0,13,False
@user good thing donald trump never vilifies democrats group. muslims mexicans residents shithole countries.,0,0,0,0,0,1,1,1,0,0,1,0,0,1,14,False
twat better change mind.nn...and stay fuck away!!! @url,0,0,0,0,0,1,1,0,1,1,0,1,0,1,10,False
herman certified faggot life tonight gundy showed fact gundy pissed hi @url,0,0,0,0,1,1,0,1,0,1,0,0,0,1,12,False
gameboy advanced opening screen mongoloid. @url,1,0,0,0,1,0,0,1,0,0,1,0,0,2,6,False
walk around attacking ppl ableist call someone mongoloid. ofc choose word w @url,0,0,0,0,0,1,1,1,0,1,0,0,0,1,13,False
@user @user @user want talk 1500 immigrants children missing k @url,0,0,0,0,0,1,1,1,0,0,1,0,0,1,11,False
@user @user sport end tie 100 percent retarded,0,0,0,1,1,0,0,1,0,1,0,0,0,1,8,False
@user that\'s even name twitch fucking retarded can\'t even comprehend stupid @url,0,1,0,0,0,1,0,0,1,1,0,0,0,1,14,False
would automatic car 1911 total fucking mongoloid?! #thechase @url,0,0,0,1,1,0,0,1,0,1,1,1,1,2,9,False
bby faggot stop getting black balled,0,1,0,0,0,1,0,1,0,1,0,1,0,2,6,False
@user france germany britain sweden nos shithole countries.,0,1,0,0,0,1,0,1,0,1,1,1,1,1,8,False
added video @user playlist @url golden visas: wealthy immigrants abuse quebec\'s immigration,0,0,0,0,1,1,0,1,0,1,0,0,0,1,13,False
@user @user @user oh i\'m sooooo impressed!!!!! chimp broad-speak \'uneducated low info mongoloi @url,1,0,1,0,1,1,1,1,0,1,0,1,0,1,16,False
savannah ga ... catching charges since 13 negro.,0,0,0,1,1,0,0,1,0,0,1,0,0,1,7,False
legit might retarded @url,0,0,0,1,1,0,0,1,0,1,0,0,0,2,4,False
@user @user yes demonstrates point mentioning turkey sandwiches made retard tha @url,0,0,0,1,1,0,0,0,1,1,0,0,0,1,12,False
thought would interesting. remembered jenkem wigger literal retard.nof cooooooourse! @url,0,0,0,1,1,0,0,1,0,1,0,0,0,1,11,False
@user @user @user leftist read social media posts hated refugees immi @url,0,0,0,1,1,0,0,1,0,0,0,1,1,1,12,False
lol 2 anxiety attacks day haha faggot,0,0,0,1,1,0,0,1,0,0,1,0,0,0,7,False
@user called braindead retard cause card vguardians thought retard,0,0,0,1,1,0,0,1,0,1,0,0,1,2,9,False
dem0kkkr4tz nd r3publ14canz r 2 sidez duh sam3 t0k3n. - politically retarded n0g knows nothing po @url,0,0,0,1,1,0,0,1,0,1,0,0,0,2,16,False
know didnt say  kind curls  boy dont know negro hair,0,0,0,1,1,0,0,1,0,1,0,0,0,1,10,False
@user best part someone called mongoloid!,0,0,0,1,1,0,0,1,0,1,0,0,0,1,6,False
fucking retarded,1,1,0,1,1,1,0,1,0,1,1,0,0,1,2,False
@user that\'s got mom buy headphones really fuck animal ass killed faggot,1,1,0,1,1,1,0,1,0,1,0,1,0,0,13,False
@user stop lying b.s.:nn1. july 2016 leftist micah xavier johnson fired group police officers @url,1,1,0,1,1,1,0,1,0,1,0,0,0,0,17,False
@user @user many cunts would cultcunt cult cultcunt could cunt cults?,0,0,0,1,1,0,0,1,0,1,0,0,0,1,11,False
@user theres difference nigger nigga - former rascist later shout da home bohz.,1,1,0,1,1,1,0,1,0,1,1,0,0,1,12,False
talks like faggot wish son car beat fucking ass @url,0,0,0,1,1,0,0,1,0,0,1,0,0,1,10,False
@user @user @user silly cunt ,0,1,0,0,0,1,0,1,0,1,0,0,0,1,5,False
give #refugees ______ give better life! @url,1,1,0,1,1,1,0,1,0,0,1,0,0,1,7,False
...anti-semitism betokens retarded culturen- frederick engels 1890,0,1,0,1,0,0,0,1,0,1,0,1,0,1,8,False
kevin gates president way retarded,0,0,1,0,1,0,0,1,0,0,1,1,0,0,5,False
turkish president liar hates america fun raghead sucks big time,0,1,0,0,0,0,1,0,1,0,0,1,0,2,10,False
getting called faggot walk home. @url,0,0,0,1,1,0,0,1,0,0,0,1,0,1,6,False
@user cause know spell retard wear,1,1,0,1,1,1,0,1,0,1,0,0,0,1,6,False
stop watching sports faggot @url,1,1,0,1,1,1,0,1,0,1,0,0,0,1,5,False
@user what\'s wrong fucking retard,1,1,0,1,1,1,0,1,0,1,0,0,0,1,6,False
negro betta keep shirt whole episode #htgawm,0,0,0,0,1,1,0,1,0,0,1,0,0,3,7,False
y\'all started drinking yet y\'all faggot ass unicorn fairy\'s ?,1,1,1,0,1,1,0,0,1,0,1,0,0,2,12,False
truly shithole country @url,0,0,0,1,0,1,0,0,1,1,0,0,1,1,4,False
@user share wealth - history - wealthy pissing well - bring disease destruction!!!,0,0,0,1,0,1,0,1,0,1,0,1,1,1,10,False
bejarano faggot,0,0,0,1,0,1,0,1,0,1,0,0,0,1,2,False
@user he\'s right retard.,1,0,0,0,0,1,0,1,0,1,0,0,0,1,5,False
i\'d say fucking retarded think retard came told something @url,0,0,0,1,0,1,0,1,0,0,1,0,0,1,11,False
hate walk past fellow nigger say wassup da head nod. where\'s unity bruh?,0,0,0,1,0,1,0,1,0,1,0,0,0,2,14,False
fucking retard! @url,0,1,1,0,1,1,1,1,0,1,0,0,0,0,3,False
news country trump would call shithole @url,0,1,0,1,0,0,0,1,0,0,0,1,0,1,7,False
27th retard asylum day. 28th gods jet day mix hopefuls since long crossed finish line -20 @url,1,0,0,1,0,0,0,1,0,0,1,0,0,1,17,False
kanye dude wtf ching chong shit @url,0,1,0,0,0,1,0,1,0,1,0,0,0,1,7,False
#usa becomes #shithole country #illegal uncontrolled immigration distant futur @url,0,1,0,0,0,1,0,1,0,0,0,1,0,2,10,False
white trash spice,0,1,0,0,1,0,0,1,0,1,0,0,0,1,3,False
@user bet cunt night banging away flute.,0,1,0,0,0,1,0,1,0,1,0,1,1,1,7,False
cum bic ching chong @url,0,1,0,0,0,1,0,1,0,0,1,0,0,2,5,False
@user laundry cunt. everything cunt. @url,0,1,0,1,0,0,0,0,1,1,0,0,0,2,6,False
@user i\'m liking ireland. uk insists continuing make shithole least serve @url,0,1,0,0,0,1,0,1,0,1,0,0,0,1,13,False
many abudabi ching chong followers,0,1,0,0,0,1,0,1,0,1,0,0,0,2,5,False
@user @user @user they\'re really bypassing one country indonesia shithole @url,0,0,0,1,0,1,0,1,0,1,0,1,0,1,12,False
@user @user @user game retard,0,0,0,1,1,0,0,1,0,1,0,0,0,1,5,False
hope cunt hari kondabolu never works calls comedian lol offended apu #rip #apu #boycottt #this #cunt,0,0,0,1,0,1,0,1,0,0,1,0,0,1,16,False
@user @user lmfaoooooooooooooooooo u link i\'ll send u retard partner retard,0,0,0,1,0,1,0,1,0,1,0,1,0,1,12,False
dem dumb nigger genes you. they\'ll join party actively trying exterminate them.,0,0,0,1,0,1,0,1,0,0,0,1,0,2,13,False
highkey reason want leave shithole country current political awareness curren @url,1,0,0,0,1,0,0,1,0,0,1,0,1,0,11,False
@user dez....... go nigger somewhere else,0,1,0,0,0,1,0,1,0,1,0,0,0,3,6,False
@user learn use comma twat!,0,1,0,0,0,1,0,1,0,1,0,0,0,1,5,False
#votered #stfu enjoy #shithole full ppl shithole countries ! 1st,0,1,1,1,1,0,1,1,0,1,0,0,0,1,9,False
goes dumb ass negro @url,0,1,1,1,1,0,1,1,0,1,0,1,0,2,5,False
guy called spic work. hope jaws heals tomorrow try,0,1,1,1,1,0,1,1,0,1,1,1,1,2,9,False
backpacking travel guide burkina faso #africa #ttot @url,0,1,1,1,1,0,1,1,0,0,1,0,0,1,8,False
black people become conservative.... doesnt mean go full retard means politics changed @url,0,1,1,1,1,0,1,1,0,1,1,1,1,2,13,False
negro bar two hours done called/ft 3 times cuz people watching remembered @url,0,1,1,1,1,0,1,1,0,1,0,0,0,1,14,False
8 months dvla finally reissued license atos twat reported me.nnvindication ,0,1,0,1,1,0,1,1,0,0,0,0,1,1,11,False
@user @user right nintendo japanese brand they\'re going full retard li @url,0,1,0,1,1,0,1,1,0,1,0,0,0,1,13,False
@user @user ain\'t even funny retard,0,0,0,1,0,1,0,1,0,1,1,0,0,1,7,False
@url steve guy fucking retard.,0,0,0,1,0,1,0,1,0,1,0,0,0,1,5,False
pace game fn retarded #ps4sharenn@url @url,0,0,0,0,1,1,0,1,0,1,0,0,0,1,7,False
@user @user absolute mongoloid set hands,0,0,0,0,1,1,0,1,0,1,0,0,0,1,6,False
young one friggin twat! @url,1,1,1,1,1,0,0,1,0,1,0,0,0,1,5,False
@user  definitely will. country shithole,1,1,1,1,1,0,0,1,0,1,0,0,0,0,5,False
@user @user coming clip fully loaded wtf faggot @url,1,1,1,1,1,0,0,1,0,1,0,1,0,1,9,False
@user @user @user finally people waking up. illegal immigrants may new voting bl @url,1,1,1,1,1,0,0,1,0,1,0,0,0,1,14,False
@user @user sinead eight good reasons mussie raghead (and mean best &amp; inter @url,1,1,1,1,1,0,0,1,0,1,0,0,0,1,14,False
holy shit!! lake charles la attractive women call spic texting fr @url,1,1,1,1,1,0,0,1,0,1,0,0,0,2,12,False
2 hitter andslobertstakes fuck overmanaging mongoloid idiot hell.,1,1,1,1,1,0,0,0,1,1,0,0,0,1,8,False
@user ramachandra ghua rajdeep hindus name secularism leftist media propaganda th @url,1,0,1,1,1,1,0,1,0,1,0,0,0,0,12,False
@user @user wonder long till retarded chinese starts flocking tweet start ching-cho @url,1,0,1,1,1,1,0,1,0,1,0,0,0,2,14,False
@user @user stupid speccy retard free dub,1,0,1,1,1,1,0,1,0,0,0,1,0,1,7,False
feminazi hillary locket?,1,0,1,1,1,1,0,1,0,1,0,0,0,1,3,False
@user get nuke though retard,1,0,0,1,1,1,1,1,0,1,0,0,0,1,5,False
@user fck cunt,0,1,0,0,0,1,0,1,0,1,0,0,0,1,3,False
@user dont know ching chong much thou,1,1,0,0,1,1,1,1,0,0,1,1,0,0,7,False
@user @user @user whole new low calling victim sexual assault feminazi. even hu @url,1,0,0,1,0,0,0,1,0,1,0,0,0,1,14,False
ugly plz kys faggot _  @url,0,1,0,1,0,0,0,1,0,0,1,0,0,1,6,False
@user dear mongoloid respect sentiments &amp; belief refrain totalitarianism. @url,0,1,0,0,0,1,0,1,0,1,0,0,0,1,10,False
@user ching chong lets go play big bong ping pong thx k bye,0,1,0,0,0,0,1,1,0,1,0,0,0,1,13,False
@user need answers  bc make fine ass dyke,0,1,0,1,0,0,0,1,0,1,0,0,0,1,8,False
@user say nigger give u pass,0,1,0,1,0,0,0,1,0,1,0,0,0,1,6,False
lmfao.. somebody get negro seat. @url,0,1,0,1,0,0,0,1,0,0,1,0,0,2,6,False
dreams find 100% comfort christianity go back come from. dream sit @url,0,1,0,1,0,0,0,1,0,1,0,0,0,2,12,False
use word nigger @url,0,1,0,1,0,0,0,1,0,1,0,0,0,2,4,False
@user idiots realize mass migrations bring disease.,0,1,0,1,0,0,0,1,0,1,0,0,0,1,7,False
@user care illegal immigrants americans?,0,1,0,1,0,0,0,1,0,1,0,0,0,1,5,False
@user went full retard.,0,0,0,1,0,1,0,1,0,1,0,0,0,1,4,False
rondo retard lmao i\'ll kill,0,0,0,0,1,1,0,1,0,1,1,1,1,1,6,False
u fucking twat,0,0,0,0,1,1,0,1,0,1,0,0,0,2,3,False
une association qui vient en aide aux migrants @url,0,1,0,0,1,0,0,1,0,1,1,0,1,1,9,False
@user fuck want literal retard,1,1,1,1,0,0,0,1,0,1,1,1,0,1,5,False
@user nah thank svenskeren. retarded progression wasting early invade broxah compo @url,0,1,1,0,0,0,0,1,0,1,0,0,0,0,12,False
lot ya may sound dumb retarded whatever. personally none ya opinions ever mattered. @url,1,0,0,1,1,1,1,1,0,0,1,0,0,2,14,False
sleep deprived hungry free pass cunt.,1,0,0,1,1,1,1,1,0,0,1,0,0,1,6,False
using bombs intimidate voters common shithole countries. sad day. nn#magabomber,0,0,0,0,1,0,1,1,0,1,0,0,0,1,11,False
bbc news - nauru refugees: island,1,0,0,1,1,1,1,1,0,0,1,0,0,1,5,False
@user thats retarded,1,1,0,0,1,1,1,1,0,1,0,0,0,0,3,False
i\'m gonna talk probably work he\'s retarded. he\'s gonna say keep telling stooopid. lol,0,0,1,0,1,0,0,1,0,1,0,0,1,1,17,False
@user daughter jew simplistic retard.,1,1,0,0,1,1,1,0,1,1,0,1,0,2,5,False
y\'all hoes dumb stupid retarded??? wanna kno,1,1,0,0,1,1,1,1,0,0,0,1,0,0,8,False
@user @user @user okay white,1,1,1,0,1,1,0,1,0,1,0,0,0,1,5,False
@user ight nigger,0,1,0,0,0,1,0,0,1,1,0,0,0,2,3,False
@user many boards bored mongol could hoard??... nwait rhetorical?,0,0,0,0,1,1,0,1,0,1,0,0,0,1,9,False
@user im mongol heart,0,0,1,0,1,0,0,1,0,1,0,0,0,1,4,False
@user perhaps. regardless attack global south\'s refugees dont want non violent felons @url,0,0,1,0,1,0,0,1,0,0,1,0,0,1,14,False
bn#breaking: authorities #arrested #man connected #suspiciouspackages containing @url,0,0,1,0,1,0,0,1,0,0,1,0,0,2,9,False
@user come back wear shirts look like nanas carpet mongy cunt,1,0,0,0,0,1,0,1,0,1,0,0,0,2,11,False
jk rowling tory twat imo @url,0,0,0,1,0,1,0,1,0,1,0,1,0,2,6,False
@user low iq believe everything government says plain retarded believe enemy,1,0,0,1,0,0,0,1,0,1,0,0,0,2,11,False
feminazi female counterpart surely condone that\'s bes @url,0,0,0,1,1,0,0,1,0,1,0,0,0,1,9,False
especially feeling saebom evening... baby i\'m faggot :/,0,0,0,1,1,0,0,1,0,1,1,1,1,0,8,False
@user suspicion upstairs old chinaman neighbor feigning mental illness since 3 years ago slamming ga @url,1,0,0,1,1,1,0,1,0,1,0,0,0,1,16,False
@user @user who\'s oswald dyke,0,1,0,0,0,1,0,1,0,1,0,0,0,1,6,False
twat!! @url,0,0,0,1,1,0,0,1,0,1,0,0,0,1,2,False
left goes nuts @user calls countries shitholes insisting country shithole! mig @url,0,0,0,1,1,0,0,1,0,0,1,0,0,1,12,False
@user games till faggot,1,0,0,0,0,1,0,0,1,0,0,1,0,2,4,False
oh fuck cunt he\'s come back nasty injury scored twice leave lad alone mardy little non @url,0,1,0,1,1,1,1,1,0,1,0,0,1,1,18,False
@user @user @user @user noncing jake u twat,1,1,1,1,0,1,0,1,0,0,1,0,0,1,8,False
@user literally called nigger type,0,1,0,1,1,1,1,1,0,1,0,0,0,2,5,False
@user @user there\'s always handful twat waffles!,0,1,0,1,1,1,1,1,0,1,0,0,1,1,8,False
@user @user shut retard,0,1,0,1,1,1,1,0,1,1,0,0,0,1,4,False
@user looks like faggot,1,1,1,1,0,1,0,0,1,1,0,0,0,3,4,False
@user @user yeah cunt. drew this? ,1,0,0,1,0,0,0,1,0,1,0,1,0,1,6,False
@user @user idiot administration might want believe mongol horde. @url,0,0,1,0,1,0,0,1,0,1,0,0,0,1,10,False
@user wish i\'d never laid eyes cunt hoops anaw,0,1,0,1,0,0,0,1,0,1,0,0,0,1,10,False
i\'m fucking retard apparently,1,1,1,0,1,1,0,1,0,0,1,0,0,2,5,False
ever: zoe leonard want dyke president\' (1992)n@user @url,1,1,1,0,1,1,0,1,0,1,1,0,0,2,10,False
@user clearly drunk twat. hearing one kids distraught saying \'no\' dad punches @url,1,1,1,0,1,1,0,1,0,0,1,0,0,2,13,False
@user go work negro!,1,1,0,1,1,1,0,0,1,1,0,1,0,2,4,False
lmaoooooo ni que pelo negro yall wildin en serio @url,0,0,1,1,0,0,0,1,0,0,1,0,0,0,10,False
@user lmfao nigger,0,0,1,1,0,0,0,0,1,1,0,1,0,1,3,False
droppin shit girls drink ugly ass faggot wants hands ,0,1,0,0,1,0,0,1,0,1,0,0,0,1,9,False
might\'ve convinced mum upgrade nbn fucking finally cunt,0,0,0,0,1,1,0,1,0,0,1,0,0,0,9,False
@user @user @user listen can\'t say word mongoloid word would us @url,0,0,1,1,0,0,0,1,0,1,0,0,0,1,13,False
angela merkel hitler ss-45326 nazi anti semitic terrorist crazy stupid retarded asshole sick head @url,1,0,1,0,1,1,1,0,1,1,0,0,0,0,16,False
@user got number. sad twat are.,1,0,0,1,1,1,1,1,0,1,0,0,0,1,6,False
@user grow retard,1,1,1,1,1,0,0,1,0,1,0,0,0,1,3,False
twat vagina gary! yt people wyld,1,0,1,0,1,1,1,1,0,1,0,0,0,2,6,False
sad cunt @url,1,0,0,1,1,1,1,1,0,1,0,0,0,1,3,False
@user @user @user matter raghead killed ragheads.,1,0,0,1,1,1,1,0,1,1,0,0,0,2,7,False
thanks historic global warming signed law shithole countries going daca g @url,0,1,0,0,0,1,0,1,0,1,0,0,0,1,12,False
@user @user gonna track fucker defuse him. dont want isis members round ends. twat.,0,1,0,0,0,1,0,0,1,0,0,1,0,1,14,False
mongol,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,True
@user folks would use slur raghead demean everyone middle east? yes think might be.,0,1,0,0,0,1,0,1,0,1,1,0,1,0,14,False
retarded! @url,0,1,0,0,1,0,0,1,0,1,0,0,0,2,2,False
yeah whatd wear meet her? shes cunt thinks shes tough af... _ umm yeah bet lol @url,1,1,0,0,0,0,0,1,0,0,1,0,0,1,17,False
@user i\'m glad mongoloid face able bring momentary joy.,1,1,0,0,0,0,0,1,0,1,0,0,0,1,10,False
humor negro @url,1,1,0,0,0,0,0,1,0,0,1,0,0,2,3,False
@user really sudden unexpected give chance ching chong,1,1,0,0,0,0,0,1,0,1,0,0,0,2,8,False
spic queens tryna go live rancho run drug smuggling operation w,1,1,0,0,0,0,0,1,0,0,1,0,0,1,11,False
@user @user @user lose mongoloid playstyles smh gonna trash m2 today,1,1,0,0,0,0,0,1,0,1,0,1,0,2,11,False
get life retard,0,0,0,1,1,0,0,0,1,0,0,1,0,1,3,False
seaside worst map time dead ass u get team shotted going b retarded u get bomb plant,1,0,1,1,1,0,1,1,0,1,0,0,0,1,17,False
rulers fucking retarded? mean uk tories. @url,0,1,1,0,1,1,1,1,0,1,0,0,0,2,7,False
despicable #zionazi bastards. nn#bds #freepalestine #freegaza #idfcowards #satanyahu #zionists #israel @url,0,0,0,1,1,0,0,1,0,0,0,1,0,1,12,False
#viktororban talks tough line dealing refugees achilles @url,0,1,0,0,0,1,0,1,0,0,0,0,1,1,8,False
shithole country. @url,0,0,0,1,1,0,0,1,0,1,0,0,0,1,3,False
one say spic im sick,0,0,0,1,1,0,0,1,0,1,0,0,0,1,5,False
undoubtedly best centre half premier league history. possibly biggest cunt premier league history als @url,0,0,0,1,0,1,0,0,1,0,0,1,0,1,15,False
anti-@user ad: man pilgrim screw t-shirt lambasts .@user giving tax money immigrants. guy...youre @url,1,0,1,0,0,0,0,1,0,0,0,1,0,1,17,False
chapter 9 discusses president obama signed rose\'s law changes mental retardation intellectual dis @url,0,0,1,0,1,0,0,1,0,0,1,0,0,1,15,False
@user hader wasnt nigger hating cunt would blow right game,1,0,1,1,0,1,1,1,0,1,0,0,1,2,10,False
@user @user feminazi sluts ought prosecuted court...they big disservice women.,1,1,0,0,0,0,0,1,0,1,0,0,0,1,11,False
@user reply nigger,0,1,0,0,0,1,0,0,1,1,0,0,0,2,3,False
random spic spends much time /pol/ /x/ @url,0,0,0,1,0,0,1,1,0,1,1,1,1,0,8,False
@user @user thanks jer  lov u retard,0,0,1,0,1,0,0,1,0,1,0,0,0,1,7,False
bro...i love nigger! @url,0,0,1,0,1,0,0,1,0,0,0,1,1,1,5,False
@user take twat who\'s like nine years,0,1,0,0,0,1,0,1,0,1,0,0,0,1,8,False
con asked comment tragedies! he\'s emotional retard! @url,0,1,0,0,0,1,0,1,0,0,0,0,1,1,9,False
@user qs s\'est comme merkel et tous les autres en europe aime les migrants hommes seulement pour venir c @url,0,1,0,0,0,1,0,1,0,0,1,0,0,0,21,False
help nigger help nigger help aniger,1,0,0,0,1,0,0,1,0,1,1,1,0,2,6,False
@user @user able tweet insufferable bullshit proves trump nazi twat w @url,0,1,0,0,0,1,0,1,0,1,0,0,0,0,12,False
that\'s retarded! cute single. _ that\'s life. @url,0,1,0,0,0,1,0,1,0,1,0,0,0,2,10,False
get onit last night - correct ndid make cunt - yesndo care - fucknfuck aberdeen,0,0,0,1,0,1,0,1,0,1,0,0,0,0,12,False
thought realy badass mongol style declaration war. attackers capture citizen soon defend @url,0,1,0,0,1,0,0,1,0,1,0,1,1,2,13,False
beauty living shithole country. live post office broken device would never del @url,0,1,1,1,1,0,1,1,0,0,0,1,0,1,13,False
@user negro besho,0,1,0,0,0,1,0,0,1,1,0,0,0,3,3,False
@user bout get called spic brb,0,0,0,1,0,1,0,1,0,0,0,1,1,1,6,False
@user @user #shithole country #haiti #zimbabwe #kenya n #white_man #live #work #service #black @url,0,0,0,1,0,1,0,1,0,1,0,0,0,1,14,False
@user yeah retard haha,0,1,0,0,0,1,0,1,0,1,0,1,1,1,4,False
ching chong chung stuff @url,0,0,0,0,1,1,0,1,0,1,0,0,0,1,5,False
dead still warm tweeted &amp; cunt &amp; mate #obama sent fcking lowlife nn@url,1,1,1,1,0,1,0,1,0,1,0,0,0,0,14,False
let ur tweets harmless affect btw im faggot one n????,0,0,0,0,1,1,0,1,0,1,0,0,0,1,10,False
